"","name_text6","state_text6","last_digit_text6"
"915","Southern Indiana Light & Power Corporation","Indiana","170"
"916","•South Whitley Electric Light Co","Indiana","182"
"917","•Spiceland Corporation","Indiana","182"
"918","Star Milling and Electric Company","Indiana","170"
"919","poration","Indiana","188"
"920","•Straughn Municipal Light Plant","Indiana","182"
"921","poration","Indiana","188"
"922","Terre Haute Electric Company, Inc","Indiana","170"
"923","""Tiptuont Rural Electric Membership Corporation","Indiana","188"
"924","""Tipton Electric Light Company","Indiana","182"
"925","Membership Corporation","Indiana","188"
"926","*Veedersburg Municipal Electric Plant","Indiana","183"
"927","Versailles Light System","Indiana","170"
"928","•Vevay Light and Water Plant","Indiana","183"
"929","poration","Indiana","188"
"930","*Walkerton Electric Department","Indiana","183"
"931","poration","Indiana","189"
"932","*Warren Municipal Water and Light","Indiana","183"
"933","*Washington City Light & Power","Indiana","183"
"934","poration","Indiana","189"
"935","*Waynetown Electric Light & Power Company","Indiana","183"
"936","poration","Indiana","189"
"937","Corporation","Indiana","189"
"938","*Williamsport Light and Water Department","Indiana","184"
"939","*Winamac Municipal Light & Water Works","Indiana","184"
"940","*Kellihcr Municipal Light & Water Department. - Mi","innesota","388"
"941","•Ackley Municipal Light and Power","Iowa","206"
"942","*Adams County Cooperative Electric Company","Iowa","227"
"943","*Afton Electric Light System","Iowa","206"
"944","•Akron Light and Water Works","Iowa","206"
"945","Albia Light and Railway Company","Iowa","193"
"946","*Algona Light and Water Plant","Iowa","206"
"947","*Allamakee-Clayton Electric Cooperative, Inc","Iowa","227"
"948","*Alta Municipal Electric System","Iowa","206"
"949","*Alta Vista Lighting System","Iowa","206"
"950","*Amana Society Service Company","Iowa","227"
"951","American Utilities Corporation","Iowa","193"
"952","*Ames, Municipal Light and Power Plant, City of.","Iowa","206"
"953","*Anita Municipal Utilities","Iowa","207"
"954","*Anthon Municipal System","Iowa","207"
"955","*Aplington Municipal Light System.","Iowa","207"
"956","'Atlantic Municipal Light & Water Plant","Iowa","207"
"957","'Auburn, Town of","Iowa","207"
"958","*Bancroft Municipal Electric Plant. .","Iowa","207"
"959","•Bellevue Municipal Light Department","Iowa","207"
"960","•Benton County Electric Cooperative Association.","Iowa","227"
"961","*Bloomfield Light and Water Department","Iowa","208"
"962","*Bondurant Electric Company. The","Iowa","208"
"963","*Boone Valley Electric Cooperative","Iowa","228"
"964","*Breda Electrical System...","Iowa","208"
"965","*Brooklyn Municipal Electric Plant","Iowa","208"
"966","*Buchanan County Rural Electric Cooperative","Iowa","228"
"967","*Buena Vista County Rural Electric Cooperative. .","Iowa","228"
"968","*Buffalo Lighting Plant","Iowa","208"
"969","Burlington Railway & Light Co","Iowa","193"
"970","*Burt, Town of","Iowa","208"
"971","*Butler County Rural Electric Cooperative","Iowa","228"
"972","tion, The","Iowa","228"
"973","•Calender, Town of","Iowa","209"
"974","""Carlisle Electric Plant","Iowa","209"
"975","""Carpenter, Town of","Iowa","209"
"976","""Cascade Municipal Electric Plant..","Iowa","209"
"977","*Cedar Falls, City of","Iowa","209"
"978","tion—","Iowa","228"
"979","Central Iowa Power Co","Iowa","193"
"980","Central States Electric Company","Iowa","193"
"981","Central States Power & Light Corporation","Iowa","194"
"982","*Cherokee County Rural Electric Cooperative","Iowa","228"
"983","*Coggon Municipal Light Plant","Iowa","209"
"984","•Coon Rapids Municipal Electric & Water Plant. _ I","Iowa","209"
"985","•Co-op. Electric Company of Osage I","Iowa","228"
"986","•Corning Municipal Utilities. I","Iowa","210"
"987","•Corwith, Town of I","Iowa","210"
"988","*Danville Electric Light Company","Iowa","210"
"989","*Dayton, Town of","Iowa","210"
"990","*D. E. K. Rural Electric Cooperative","Iowa","229"
"991","*T)enison Municipal Light and Power","Iowa","210"
"992","Denmark Light and Telephone Corporation","Iowa","194"
"993","•Denver, Lighting System, Town of","Iowa","210"
"994","Des Moines & Central Iowa R. R","Iowa","205"
"995","Des Moines Electric Light Company","Iowa","194"
"996","*Dike, Incorporated Town of","Iowa","210"
"997","•Dunkerton Municipal Electric System","Iowa","210"
"998","•Dysart Electric System","Iowa","211"
"999","•Earlville Municipal Plant","Iowa","211"
"1000","Eastern Iowa Electric Company","Iowa","195"
"1001","•Eastern Iowa Light & Power Cooperative","Iowa","229"
"1002","Eastern Iowa Power Company","Iowa","195"
"1003","*Eldon, City of","Iowa","211"
"1004","*Eldridge, Town of..","Iowa","211"
"1005","Electric Light & Power Company","Iowa","195"
"1006","*Elkhart, Town of","Iowa","211"
"1007","*EUsworth Municipal Light Plant, Town of I","Iowa","211"
"1008","*Estherville, City of I","Iowa","211"
"1009","ciation I","Iowa","229"
"1010","*Fairbank Municipal Light Plant","Iowa","212"
"1011","*Farmers Electric Company","Iowa","229"
"1012","*Farmers Electric Cooperative, Inc","Iowa","229"
"1013","'Farnhamville, Town of","Iowa","212"
"1014","'Federated Cooperative Power Association","Iowa","229"
"1015","•Fonda, Town of _","Iowa","212"
"1016","•Fontanelle Electric Light System","Iowa","212"
"1017","•Forest City Municipal Utilities","Iowa","212"
"1018","Fort Dodge, Des Moines & Southern R. R. Co","Iowa","205"
"1019","Fort Dodge Gas and Electric Company","Iowa","195"
"1020","•Fort Dodge Water & Light Department, City of. .","Iowa","212"
"1021","Foss Electric Co","Iowa","196"
"1022","*Franklin Rural Electric Cooperative","Iowa","229"
"1023","*Fredericksburg Light & Power Co","Iowa","212"
"1024","*Glidden Municipal Electric Light & Power Plant.","Iowa","213"
"1025","*Glidden Rural Electric Cooperative","Iowa","229"
"1026","*Gowrie Light and Water Plant","Iowa","213"
"1027","*Gowrie Rural Electric Cooperative Association","Iowa","229"
"1028","*Grafton Trans. & Distrib. Line","Iowa","213"
"1029","*Grand Junction Municipal Light Plant","Iowa","213"
"1030","pany","Iowa","213"
"1031","*Greene County Rural Electric Cooperative","Iowa","230"
"1032","*Greenfield Municipal Utilities","Iowa","213"
"1033","*Green Mountain Electric Service Company","Iowa","229"
"1034","*Grimes, Town of","Iowa","213"
"1035","ment","Iowa","214"
"1036","•Grundy County Rural Electric Cooperative","Iowa","230"
"1037","ciation","Iowa","230"
"1038","*Guttenberg, Town of","Iowa","214"
"1039","*Hancock County Rural Electric Cooperative","Iowa","230"
"1040","*Hardin County Rural Electric Cooperative","Iowa","230"
"1041","*Harlan, City of","Iowa","214"
"1042","*Harrison County Rural Electric Cooperative","Iowa","230"
"1043","*Hartley Municipal Plant","Iowa","214"
"1044","*Hawarden, City of","Iowa","214"
"1045","""Hinton Electric Light & Power Service","Iowa","214"
"1046","""Hopkinton Municipal Light Plant","Iowa","214"
"1047","'Howard County Electric Cooperative","Iowa","230"
"1048","*Hudson Electric Light System","Iowa","215"
"1049","*Humboldt County Rural Electric Cooperative","Iowa","230"
"1050","*Ida County Rural Electric Cooperative","Iowa","231"
"1051","*Imogene Municipal Light Plant","Iowa","215"
"1052","independence, City of","Iowa","215"
"1053","City of","Iowa","215"
"1054","Interstate Power Company","Iowa","196"
"1055","Iowa City Light & Power Company","Iowa","196"
"1056","Iowa Electric Company","Iowa","197"
"1057","Iowa Electric Light and Power Company","Iowa","197"
"1058","Iowa-Nebraska Light and Power Company","Iowa","198"
"1059","Iowa Power and Light Company","Iowa","199"
"1060","Iowa Public Service Company","Iowa","199"
"1061","Iowa Southern Utilities Company of Delaware","Iowa","200"
"1062","Iowa Utilities Company","Iowa","201"
"1063","Kansas City Power & Light Company","Iowa","202"
"1064","*Kelley, Town of","Iowa","215"
"1065","*Kimballton Municipal Light Plant","Iowa","215"
"1066","*Lake Mills Municipal Light Plant","Iowa","216"
"1067","*Lake View Electric Department, Town of","Iowa","215"
"1068","*Lamoni Municipal Utilities","Iowa","216"
"1069","*La Porte City Utilities","Iowa","216"
"1070","*Larchwood Municipal Light Plant","Iowa","216"
"1071","*Lawler Lighting System","Iowa","216"
"1072","*Lehigh, Town of","Iowa","216"
"1073","*Lenox Municipal Light Plant","Iowa","216"
"1074","Lime Springs Milling Co","Iowa","205"
"1075","ciation","Iowa","231"
"1076","*Little Sioux, Town of","Iowa","217"
"1077","""•Livermore, Town of","Iowa","217"
"1078","*Long Grove Municipal Light Company","Iowa","217"
"1079","Lynnville Mill & Power Plant","Iowa","205"
"1080","*Lyon Rural Electric Cooperative","Iowa","231"
"1081","*Manilla Municipal Service Department","Iowa","217"
"1082","*Manning Municipal Light Plant","Iowa","217"
"1083","*Mapleton Municipal Electric Plant","Iowa","217"
"1084","*Maquoketa-Elec. Department, City of","Iowa","217"
"1085","*Maquoketa Valley Rural Electric Cooperative","Iowa","231"
"1086","*Marathon, Town of","Iowa","218"
"1087","Marion Electric Company","Iowa","202"
"1088","•Marshall County Rural Electric Cooperative","Iowa","231"
"1089","*Milford Municipal Light Plant","Iowa","218"
"1090","•Milo, Town of","Iowa","218"
"1091","Missouri Service Company","Iowa","202"
"1092","*Monona County Rural Electric Cooperative","Iowa","231"
"1093","•Mount Pleasant Electric Light and Water Works_","Iowa","218"
"1094","*Muscatine Municipal Electric Plant","Iowa","218"
"1095","Nebraska Power Company","Iowa","202"
"1096","*Neola Light & Water System","Iowa","218"
"1097","*New Hampton Light Plant and Water Works","Iowa","218"
"1098","*New London Municipal Light and Power Co","Iowa","219"
"1099","*Nishanabotna Valley Rural Electric Cooperative. .","Iowa","231"
"1100","Northern States Power Company (N. J.)","Iowa","202"
"1101","Northwestern Light and Power Company","Iowa","203"
"1102","*O'Brien County Rural Electric Cooperative","Iowa","231"
"1103","*Ogden, Town of","Iowa","219"
"1104","*Orange City Municipal Light Plant","Iowa","219"
"1105","*Orient, Town of","Iowa","219"
"1106","*0sceola Electric Cooperative, Inc","Iowa","232"
"1107","Otranto Transmission Line","Iowa","203"
"1108","*0ttumwa Water Works Hydro-Electric Plant","Iowa","219"
"1109","•Panora, Town of","Iowa","220"
"1110","*Paton, Town of","Iowa","220"
"1111","*Paullina Light and Water Works","Iowa","220"
"1112","*Pella Cooperative Electric Association","Iowa","232"
"1113","*Pella Municipal Electric Plant","Iowa","220"
"1114","Peoples Gas & Electric Company","Iowa","203"
"1115","Peoples Light Company","Iowa","203"
"1116","*Pilot Mound, Town of","Iowa","220"
"1117","*Plymouth Electric Cooperative Association","Iowa","232"
"1118","*Pocahontas County Rural Electric Cooperative. ..","Iowa","232"
"1119","*Pocahontas, Town of","Iowa","220"
"1120","*Preston, Town of","Iowa","221"
"1121","*Primghar Municipal Light Plant","Iowa","221"
"1122","*Randolph Municipal Light & Power Company","Iowa","221"
"1123","*Readlyn Municipal Electric Department","Iowa","221"
"1124","*Redfield Municipal System I","Iowa","221"
"1125","*Remsen Municipal Utilities I","Iowa","221"
"1126","*Renwick Municipal Light & Power Plant I","Iowa","221"
"1127","*Rockford Municipal Electric System","Iowa","222"
"1128","*Rock Rapids Municipal Public Utilities","Iowa","222"
"1129","Rural Development Corporation","Iowa","204"
"1130","*Sabula Municipal Electric System","Iowa","222"
"1131","Sac County Electric Company","Iowa","204"
"1132","*Sac County Rural Electric Cooperative","Iowa","232"
"1133","*S. E. Iowa Cooperative Electric Association","Iowa","232"
"1134","*Sergeant Bluff Municipal Light & Power Compa","Iowa","222"
"1135","*Seymour Light and Water Works","Iowa","222"
"1136","*Shelby Municipal Electric System","Iowa","223"
"1137","*Sibley City of","Iowa","223"
"1138","Sioux City Gas and Electric Company","Iowa","204"
"1139","*Sioux Electric Cooperative Association","Iowa","232"
"1140","*South Crawford Rural Electric Coop","Iowa","232"
"1141","'Southeast Junction Light and Power Company","Iowa","232"
"1142","•Spencer Municipal Utilities","Iowa","223"
"1143","*Stanhope Municipal Electric System","Iowa","223"
"1144","*State Center Electric Light Plant","Iowa","223"
"1145","Stinn Implement Company","Iowa","205"
"1146","*Story City Light Department 1","Iowa","223"
"1147","*Stratford Light & Power Department","Iowa","223"
"1148","•Strawberry Point Light & Water Department","Iowa","224"
"1149","•Stuart Light and Power System","Iowa","224"
"1150","*Sumner Municipal Light Plant","Iowa","224"
"1151","'Tennant, Town of","Iowa","224"
"1152","*T. I. P. Rural Electric Cooperative","Iowa","233"
"1153","""Tipton, City of","Iowa","224"
"1154","""Traer Municipal Light and Water Plant","Iowa","224"
"1155","Tri-States Power Corporation","Iowa","204"
"1156","United Power Manufacturing Company","Iowa","204"
"1157","Van Buren Light & Power Co","Iowa","205"
"1158","*Vinton, City of","Iowa","225"
"1159","*Wall Lake, Incorporated Town of","Iowa","225"
"1160","*Walnut Municipal Light Plant","Iowa","225"
"1161","Wapello Light and Power Co __","Iowa","205"
"1162","Waterloo, Cedar Falls & Northern Ry . Co","Iowa","205"
"1163","*Waverly, City of","Iowa","225"
"1164","*Webster City Light and Power Plant","Iowa","225"
"1165","*West Bend Municipal Light Plant","Iowa","225"
"1166","*Westfield Light and Power Plant","Iowa","226"
"1167","* West Point Municipal Light Plant","Iowa","226"
"1168","We ver Electric Company","Iowa","205"
"1169","Whiting Settlement Transmission Line Company","Iowa","205"
"1170","•Whiting, Town of","Iowa","226"
"1171","*Whittemorc Municipal Light & Power Plant","Iowa","226"
"1172","*Wilton, Town of","Iowa","226"
"1173","tion","Iowa","233"
"1174","*Winterset, City of","Iowa","227"
"1175","'Winthrop Municipal Light System","Iowa","227"
"1176","Association","Iowa","233"
"1177","*Woolstock, Town of","Iowa","227"
"1178","* Wright County Rural Electric Cooperative","Iowa","233"
"1179","*Fulton Municipal Water, Light and Power Plant. Mi","issouri","435"
"1180","Allen County Supply Company","Kansas","243"
"1181","*Alma, City of _-.","Kansas","244"
"1182","*Altamont, City of","Kansas","244"
"1183","*Alton, City of","Kansas","244"
"1184","*Americus, City of","Kansas","244"
"1185","*Anthonv, City of. -","Kansas","245"
"1186","*Arcadia, City of","Kansas","245"
"1187","The","Kansas","265"
"1188","*Arma, City of","Kansas","245"
"1189","'Ashland, City of","Kansas","245"
"1190","'Attica, City of","Kansas","245"
"1191","*Augusta, City of","Kansas","245"
"1192","*Axtell Municipal Electric Department","Kansas","246"
"1193","Baileyville Light & Power Co","Kansas","236"
"1194","*Baldwin City Light & Water Department","Kansas","246"
"1195","•Belleville, City of","Kansas","246"
"1196","*Beloit Light and Water Department","Kansas","246"
"1197","*Blair Electric Light Company","Kansas","265"
"1198","*Blue Mound Light Plant","Kansas","246"
"1199","Blue River Power Company, The","Kansas","236"
"1200","*Bogue, The City of","Kansas","246"
"1201","Bowersock Mills & Power Co","Kansas","243"
"1202","*Bronson, City of","Kansas","246"
"1203","Inc., The","Kansas","265"
"1204","*Buffalo Light & Power Department","Kansas","247"
"1205","*Burlingame Light & Power Plant","Kansas","247"
"1206","*Burlington Light & Power Plant","Kansas","247"
"1207","Inc","Kansas","265"
"1208","sociation, Inc..The","Kansas","265"
"1209","Caney Electric Company, The","Kansas","236"
"1210","•Cawker City Electric & Water Department","Kansas","247"
"1211","•Centralia Municipal Light System","Kansas","247"
"1212","Central Kansas Power Company, The","Kansas","237"
"1213","*Chanute, City of","Kansas","247"
"1214","*Chapman Municipal Light Department","Kansas","247"
"1215","*Chetopa, The City of","Kansas","248"
"1216","*Cimarron, City of","Kansas","248"
"1217","Cities Power Co., The","Kansas","237"
"1218","*Clay Center Municipal Light & Water Plant","Kansas","248"
"1219","*Coats, City of","Kansas","248"
"1220","ciation, Inc., The","Kansas","265"
"1221","*Coffeyville Municipal Water & Light Department.","Kansas","248"
"1222","*Colby Water and Light Plant","Kansas","248"
"1223","•Cooperative Power & Light Company, Inc., The K","Kansas","265"
"1224","*De Soto, City of","Kansas","249"
"1225","*Dighton, City of","Kansas","249"
"1226","Doniphan County Light & Power Co","Kansas","237"
"1227","The","Kansas","266"
"1228","Inc., The","Kansas","266"
"1229","*EIlinwood Light and Water Department","Kansas","249"
"1230","*Ellis Light and Water Plant","Kansas","249"
"1231","*Elsmore, City of K","Kansas","249"
"1232","*Elwood, City of K","Kansas","249"
"1233","Empire District Electric Co., The. K","Kansas","237"
"1234","'Enterprise, City of K","Kansas","249"
"1235","*Erie Water and Light Department K","Kansas","250"
"1236","*Eudora Light Department K","Kansas","250"
"1237","Eureka Light and Power Co K","Kansas","237"
"1238","*Farmer's Light and Power Company","Kansas","266"
"1239","Inc...","Kansas","266"
"1240","*Fredonia, City of","Kansas","250"
"1241","*Galesburg, City of","Kansas","250"
"1242","*Garden City, City of K","Kansas","250"
"1243","Garden City Co., The K","Kansas","244"
"1244","Garden City Irrigation Power Company, The K","Kansas","238"
"1245","*Gardner Municipal Electric Plant K","Kansas","250"
"1246","*Garnett, City of. K","Kansas","251"
"1247","Gaskill, E. L K","Kansas","238"
"1248","'Girard Light & Power Plant K","Kansas","251"
"1249","'Glasco Light Department K","Kansas","251"
"1250","'Glen Elder, City of K","Kansas","251"
"1251","*Goff, City of","Kansas","251"
"1252","*Goodland, City of","Kansas","251"
"1253","*Green, City of","Kansas","251"
"1254","*Greensburg Light & Power System","Kansas","252"
"1255","*Haven Light & Power Department","Kansas","252"
"1256","ment","Kansas","252"
"1257","*Herndon Municipal Electric System","Kansas","252"
"1258","*Hill City Water & Light Plant","Kansas","252"
"1259","*Hoisington Municipal Electric Utility","Kansas","252"
"1260","*Hollenberg Electric Association","Kansas","266"
"1261","*Holton Light Department","Kansas","253"
"1262","*Holyrood Light & Water Department","Kansas","253"
"1263","Home Electric Light Co —","Kansas","238"
"1264","*Horton Water & Electric Department","Kansas","253"
"1265","•Hugoton Light & Water Plant","Kansas","253"
"1266","*Idana Light Association","Kansas","253"
"1267","*Iola, City of","Kansas","253"
"1268","*Isabel, City of","Kansas","253"
"1269","*Iuka Light, Power and Distribution System","Kansas","254"
"1270","*Jamestown Light & Water Department","Kansas","254"
"1271","*Jetmore Power & Light Department","Kansas","254"
"1272","Inc., The","Kansas","266"
"1273","Kanona Electric Company","Kansas","238"
"1274","*Kanopolis Municipal Water & Light Plant","Kansas","254"
"1275","""Kansas City, Kansas, Board of Public Utilities of","Kansas","254"
"1276","Kansas Electric Power Company, The","Kansas","239"
"1277","Kansas Gas and Electric Company","Kansas","239"
"1278","Kansas Power and Light Company, The","Kansas","241"
"1279","Kansas Power Company, The","Kansas","240"
"1280","Kansas Power Transmission Company, Inc","Kansas","242"
"1281","Kansas Utilities Company, The","Kansas","242"
"1282","The","Kansas","266"
"1283","*Kingman, City of","Kansas","254"
"1284","*La Crosse, City of ^","Kansas","254"
"1285","*LaHarpe Municipal Plant","Kansas","255"
"1286","*Lakin, City of","Kansas","255"
"1287","*Larned Water and Electric Department","Kansas","255"
"1288","Leona Electric Light Co .","Kansas","242"
"1289","""""Lincoln Light Department","Kansas","255"
"1290","*Lindsborg Light and Water Plant","Kansas","255"
"1291","*Lucas Light Department","Kansas","255"
"1292","*Luray Municipal Water & Light Plant","Kansas","255"
"1293","*Lyon County Electric Cooperative, Inc., The","Kansas","266"
"1294","*Mahaska, City of","Kansas","256"
"1295","*Marion Water and Light Plant.","Kansas","256"
"1296","*McPherson Water and Electric Department","Kansas","256"
"1297","*Meade, City of","Kansas","256"
"1298","*Menlo Electric Light and Transmission System __ K","Kansas","256"
"1299","•Minneapolis, City of","Kansas","256"
"1300","Monarch Cement Company, The","Kansas","244"
"1301","*Montezuma, City of","Kansas","257"
"1302","*Moran Municipal Light Plant","Kansas","257"
"1303","*Morrill Municipal Light System","Kansas","257"
"1304","•Moundridge Water & Light Dept., City of","Kansas","257"
"1305","•Mount Hope Electric Dept","Kansas","257"
"1306","•Mulberry Water & Light System","Kansas","257"
"1307","•Mulvane, City of","Kansas","257"
"1308","*Muscotah Municipal Electric Department","Kansas","258"
"1309","National Gypsum Company","Kansas","244"
"1310","tion, Inc., The","Kansas","266"
"1311","*Neodesha, City of","Kansas","258"
"1312","*Netawaka Electric Light System","Kansas","258"
"1313","tion, Inc., The","Kansas","267"
"1314","operative Association, Inc., The","Kansas","267"
"1315","Northern Kansas Power Co., The","Kansas","242"
"1316","*Norton, City of","Kansas","258"
"1317","*Oakley Municipal Plant","Kansas","258"
"1318","*Oberlin, City of","Kansas","258"
"1319","*Osage City Municipal Light Plant","Kansas","258"
"1320","*0sawatomie Light and Water Department","Kansas","259"
"1321","*0sborne, City of","Kansas","259"
"1322","*0swego Light Dept","Kansas","259"
"1323","of","Kansas","259"
"1324","•Oxford Light and Power System","Kansas","259"
"1325","* Pomona Light Department","Kansas","259"
"1326","*Pratt Light & Water Department","Kansas","259"
"1327","•Prescott, City of","Kansas","260"
"1328","•Protection Water and Light Department","Kansas","260"
"1329","*Radium Municipal Electric Department","Kansas","260"
"1330","•Reserve Light Department K","Kansas","260"
"1331","•Robinson, City of","Kansas","260"
"1332","*Russell Municipal Electric System","Kansas","260"
"1333","•Sabetha, City of","Kansas","260"
"1334","Saint Benedict Light & Power Co","Kansas","243"
"1335","'Saint Francis Water & Light Department","Kansas","260"
"1336","*Saint John Municipal Electric Plant","Kansas","261"
"1337","*Saint Marys Water and Light Plant","Kansas","261"
"1338","*Savonburg Electric Light Department","Kansas","261"
"1339","*Scranton, City of","Kansas","261"
"1340","ation, Inc., The","Kansas","267"
"1341","porated, The","Kansas","267"
"1342","*Seneca, City of","Kansas","261"
"1343","*Severance, City of","Kansas","261"
"1344","*Seward, City of","Kansas","262"
"1345","*Sharon Springs, City of","Kansas","262"
"1346","Solomon Gas & Electric Co","Kansas","243"
"1347","*Stafford, City of","Kansas","262"
"1348","*Sterling Light and Water Plant.","Kansas","262"
"1349","*Stockton Municipal Light Plant","Kansas","262"
"1350","Inc., The","Kansas","267"
"1351","•Summerfield Electric Department","Kansas","262"
"1352","*Tipton Electric Distribution System","Kansas","263"
"1353","""Toronto Municipal Light Plant","Kansas","263"
"1354","*Troy Light Department","Kansas","263"
"1355","*Udall, City of","Kansas","263"
"1356","Union Electric Railway Co","Kansas","244"
"1357","Utility Service Company, The","Kansas","243"
"1358","*Vermillion Light System","Kansas","263"
"1359","*Waldo, City of","Kansas","263"
"1360","*Waldron, City of","Kansas","263"
"1361","Walnut Electric Light & Power Co","Kansas","243"
"1362","*Wamego Municipal Light & Water Plant","Kansas","263"
"1363","*Washington, City of","Kansas","264"
"1364","*Waterville, City of","Kansas","264"
"1365","*Wathena, City of","Kansas","264"
"1366","*Webber Municipal Svstem","Kansas","264"
"1367","*Wellington Light Department","Kansas","264"
"1368","Western Light & Telephone Company","Kansas","243"
"1369","""Willis, City of","Kansas","264"
"1370","*Wilson, City of","Kansas","264"
"1371","The","Kansas","265"
"1372","Wrights Service Garage","Kansas","244"
"1373","*Barbourville Electric Department","Kentucky","277"
"1374","*Bardstown, City of","Kentucky","277"
"1375","•Benton City Light & Water Company","Kentucky","277"
"1376","Berea College Heat & Power Plant..","Kentucky","269"
"1377","Black Diamond Coal Mining Co","Kentucky","275"
"1378","tion","Kentucky","279"
"1379","•Clark Rural Electric Cooperative Corporation","Kentucky","279"
"1380","Community Public Service Company","Kentucky","270"
"1381","Consolidation Coal Co K","Kentucky","275"
"1382","•Corbin, City of K","Kentucky","277"
"1383","Cumberland Public Utilities Co","Kentucky","270"
"1384","Eastern Coal Corporation, Inc","Kentucky","276"
"1385","Elkhorn Coal Corporation","Kentucky","276"
"1386","*Falmouth Light & Water Plant","Kentucky","277"
"1387","Inc","Kentucky","279"
"1388","poration","Kentucky","279"
"1389","tion","Kentucky","279"
"1390","ration","Kentucky","279"
"1391","poration","Kentucky","280"
"1392","*Henderaon Electric Light Station","Kentucky","277"
"1393","Corporation","Kentucky","280"
"1394","erative Corporation","Kentucky","280"
"1395","Inland Steel Co","Kentucky","276"
"1396","poration","Kentucky","280"
"1397","poration","Kentucky","280"
"1398","poration","Kentucky","280"
"1399","Kentucky and West Virginia Power Company, Inc.","Kentucky","273"
"1400","Kentucky Edison Co","Kentucky","270"
"1401","Kentucky Electric Power Co","Kentucky","270"
"1402","Kentucky Power & Light Company","Kentucky","270"
"1403","Kentucky Rural Electrification Company","Kentucky","271"
"1404","Kentucky-Tennessee Light and Power Company-.","Kentucky","271"
"1405","Kentucky Utilities Company","Kentucky","271"
"1406","Kentucky-West Virginia Utilities Co","Kentucky","273"
"1407","Koppers Coal Co., The","Kentucky","276"
"1408","Louisville Gas and Electric Company","Kentucky","274"
"1409","*Madisonville Light and Water Plant","Kentucky","278"
"1410","Majestic Collieries Co __","Kentucky","276"
"1411","poration","Kentucky","280"
"1412","*Nicholasville Light and Power Plant","Kentucky","278"
"1413","*Nolin Rural Electric Cooperative Corporation","Kentucky","280"
"1414","*Olive Hill Municipal Light Plant","Kentucky","278"
"1415","poration","Kentucky","281"
"1416","*0wensboro Municipal Utilities","Kentucky","278"
"1417","*Paris Light, Power & Water Plant System","Kentucky","278"
"1418","*Pennyrilo Rural Electric Cooperative Corporation.","Kentucky","281"
"1419","•Providence Light & Water Plant","Kentucky","278"
"1420","Ritter Lumber Co., W. M K","Kentucky","276"
"1421","Rural Electric Service Co","Kentucky","274"
"1422","Salem Utilities Co","Kentucky","275"
"1423","tion","Kentucky","281"
"1424","*Shelby Rural Electric Cooperative Corporation","Kentucky","281"
"1425","poration","Kentucky","281"
"1426","Stearns Coal & Lumber Company, Inc","Kentucky","276"
"1427","Stearns Power & Light Co","Kentucky","275"
"1428","ation","Kentucky","281"
"1429","Tennessee Light and Power Company","Kentucky","275"
"1430","""Tri-County Electric Membership Corporation","Kentucky","281"
"1431","Union Light, Heat and Power Company, The","Kentucky","275"
"1432","tem","Kentucky","278"
"1433","*Warren Rural Electric Cooperative Corporation..","Kentucky","282"
"1434","Corporation","Kentucky","282"
"1435","*Williamstown Utility Commission","Kentucky","279"
"1436","'West Liberty Electric Light Plant","lo wa_ . _ .""","226"
"1437","•Abbeville Water & Light Plant","Louisiana","289"
"1438","* Alexandria Electric Light & Water Works","Louisiana","290"
"1439","*Beauregard Electric Cooperative, Inc","Louisiana","294"
"1440","*Bossier Rural Electric Membership Corporation..","Louisiana","294"
"1441","*Boyce Power Plant, Town of","Louisiana","290"
"1442","*Broussard Water Works Plant","Louisiana","290"
"1443","Cinclare Central Factory","Louisiana","288"
"1444","•Claiborne Electric Cooperative, Inc","Louisiana","294"
"1445","*Dixie Electric Membership Corporation","Louisiana","294"
"1446","*Erath, Town of L","Louisiana","290"
"1447","*Franklin Municipal Plant","Louisiana","290"
"1448","Freeport Sulphur Company","Louisiana","288"
"1449","Grant Utilities, Inc","Louisiana","283"
"1450","Greensburg Utilities, Inc","Louisiana","284"
"1451","•Gueydan Municipal Plant","Louisiana","290"
"1452","Gulf Public Service Company","Louisiana","284"
"1453","Gulf States Utilities Company","Louisiana","284"
"1454","Hillyer-Deutsch-Edwards, Inc","Louisiana","289"
"1455","*Homer Light & Water Plant","Louisiana","290"
"1456","*Houma Light and Water Plant","Louisiana","291"
"1457","Industrial Lumber Company, Inc","Louisiana","289"
"1458","*Jonesboro Power and Light Department","Louisiana","291"
"1459","*Jonesville, Town of","Louisiana","291"
"1460","""Kaplan Municipal Light & Water Plant","Louisiana","291"
"1461","*Lafayette Water & Light Plant","Louisiana","291"
"1462","*Lake Providence Electric Light and Water Plant. .","Louisiana","291"
"1463","Long Bell Lumber Company, The","Louisiana","289"
"1464","Louisiana Ice & Electric Company, Inc","Louisiana","285"
"1465","Louisiana Long Leaf Lumber Co","Louisiana","289"
"1466","Louisiana Power & Light Company","Louisiana","285"
"1467","Louisiana Public Service Corporation","Louisiana","286"
"1468","Louisiana Public Utilities Co., Inc","Louisiana","287"
"1469","Madisonville Ice, Light & Power Co., Inc","Louisiana","287"
"1470","*Melville Municipal Electric Department","Louisiana","292"
"1471","•Minden Light & Water Department","Louisiana","292"
"1472","*Monroe, City of","Louisiana","292"
"1473","and Power Plant","Louisiana","292"
"1474","*Natchitoches, City of","Louisiana","292"
"1475","New Orleans Public Service, Inc","Louisiana","287"
"1476","*New Roads Light and Water Plant","Louisiana","292"
